name,euc_dist,L1_dist,X2_distance,histogram_similarity,hellinger_kernel
bbdd_00034.pkl-bbdd_00124.pkl,0.1034334,1.1319162,143.91217,0.43404198,0.7026182
bbdd_00034.pkl-bbdd_00118.pkl,0.07568594,0.72431195,103.729416,0.6378441,0.8467865
bbdd_00034.pkl-bbdd_00028.pkl,0.06449001,0.8424095,123.32538,0.57879525,0.85456467
bbdd_00034.pkl-bbdd_00078.pkl,0.058246136,0.79452556,110.4673,0.6027372,0.8817388
bbdd_00034.pkl-bbdd_00260.pkl,0.041437805,0.5168625,83.7897,0.7415688,0.9360013
bbdd_00034.pkl-bbdd_00215.pkl,0.06452319,0.8902787,133.09113,0.5548607,0.85457003
bbdd_00034.pkl-bbdd_00077.pkl,0.09123385,1.1386253,146.45041,0.43068737,0.75742984
bbdd_00034.pkl-bbdd_00115.pkl,0.049014226,0.6143098,118.54671,0.69284517,0.87757003
bbdd_00034.pkl-bbdd_00000.pkl,0.06361731,0.786913,115.722824,0.60654354,0.8376233
bbdd_00034.pkl-bbdd_00020.pkl,0.09697997,1.2303636,155.18842,0.3848182,0.7324773
bbdd_00034.pkl-bbdd_00048.pkl,0.09609381,1.2767117,166.54381,0.36164415,0.70912194
bbdd_00034.pkl-bbdd_00017.pkl,0.04900146,0.59986365,98.35139,0.7000682,0.8900758
bbdd_00034.pkl-bbdd_00094.pkl,0.06121623,0.829896,115.528595,0.585052,0.87663966
bbdd_00034.pkl-bbdd_00286.pkl,0.053078145,0.7511851,119.51503,0.6244074,0.89017224
bbdd_00034.pkl-bbdd_00075.pkl,0.07338482,0.8826393,128.70113,0.55868036,0.80155027
bbdd_00034.pkl-bbdd_00116.pkl,0.09865185,1.2404062,151.58371,0.3797969,0.7224073
bbdd_00034.pkl-bbdd_00279.pkl,0.055985145,0.7288019,114.72032,0.6355991,0.8592054
bbdd_00034.pkl-bbdd_00270.pkl,0.13032846,1.4787452,185.05602,0.26062742,0.58382595
bbdd_00034.pkl-bbdd_00281.pkl,0.05049771,0.6544392,119.34677,0.6727804,0.8915839
bbdd_00034.pkl-bbdd_00241.pkl,0.047461387,0.6234837,115.41288,0.6882581,0.8878209
bbdd_00034.pkl-bbdd_00086.pkl,0.042747684,0.5283735,85.84469,0.7358133,0.9118538
bbdd_00034.pkl-bbdd_00047.pkl,0.10942457,1.2530591,149.95697,0.37347043,0.6909446
bbdd_00034.pkl-bbdd_00082.pkl,0.04526251,0.6359968,109.616684,0.68200165,0.89842415
bbdd_00034.pkl-bbdd_00262.pkl,0.05139754,0.69093215,108.740715,0.6545339,0.897925
bbdd_00034.pkl-bbdd_00030.pkl,0.077879615,0.8854858,184.83627,0.5572571,0.7865097
bbdd_00034.pkl-bbdd_00223.pkl,0.073787004,0.8125055,139.34972,0.59374726,0.8518287
bbdd_00034.pkl-bbdd_00173.pkl,0.062385783,0.72454476,98.72017,0.6377276,0.9001361
bbdd_00034.pkl-bbdd_00182.pkl,0.112897985,1.3023323,159.06769,0.3488339,0.6540224
bbdd_00034.pkl-bbdd_00142.pkl,0.06655597,0.8547246,147.60258,0.5726377,0.828851
bbdd_00034.pkl-bbdd_00150.pkl,0.07331107,0.8709955,113.71146,0.5645023,0.830569
bbdd_00034.pkl-bbdd_00039.pkl,0.04782396,0.5961205,96.97669,0.70193976,0.9077736
bbdd_00034.pkl-bbdd_00045.pkl,0.05622778,0.64264154,100.08296,0.6786793,0.9128301
bbdd_00034.pkl-bbdd_00188.pkl,0.062048033,0.852635,122.29413,0.5736825,0.8577751
bbdd_00034.pkl-bbdd_00065.pkl,0.10152298,1.3592153,172.16049,0.32039237,0.65255654
bbdd_00034.pkl-bbdd_00156.pkl,0.048685323,0.662185,103.96576,0.66890746,0.90022707
bbdd_00034.pkl-bbdd_00070.pkl,0.074381515,0.96482366,134.43929,0.5175882,0.81681716
bbdd_00034.pkl-bbdd_00090.pkl,0.10738897,1.3404341,162.84833,0.32978296,0.6604899
bbdd_00034.pkl-bbdd_00209.pkl,0.13194747,1.3799584,166.17194,0.31002083,0.5444802
bbdd_00034.pkl-bbdd_00232.pkl,0.090874225,1.0446923,131.12851,0.47765386,0.7695656
bbdd_00034.pkl-bbdd_00007.pkl,0.08682035,1.0554491,138.65997,0.47227547,0.76439273
bbdd_00034.pkl-bbdd_00213.pkl,0.06399246,0.6175279,113.34525,0.691236,0.86558473
bbdd_00034.pkl-bbdd_00067.pkl,0.087780684,1.0923741,145.94511,0.453813,0.7375642
bbdd_00034.pkl-bbdd_00058.pkl,0.06015591,0.8090759,106.42805,0.5954621,0.88712376
bbdd_00034.pkl-bbdd_00179.pkl,0.09526394,0.7258404,104.80588,0.63707983,0.8575929
bbdd_00034.pkl-bbdd_00212.pkl,0.08638237,1.1257236,150.47292,0.43713823,0.72994375
bbdd_00034.pkl-bbdd_00144.pkl,0.047122512,0.60574186,98.63536,0.69712913,0.8962277
bbdd_00034.pkl-bbdd_00161.pkl,0.08057614,1.065247,138.7889,0.46737647,0.7971705
bbdd_00034.pkl-bbdd_00053.pkl,0.14190413,1.334353,159.19188,0.33282351,0.6240592
bbdd_00034.pkl-bbdd_00018.pkl,0.103487715,1.1982782,140.39859,0.40086097,0.70636517
bbdd_00034.pkl-bbdd_00284.pkl,0.052320074,0.6672313,113.94182,0.66638434,0.87019444
bbdd_00034.pkl-bbdd_00100.pkl,0.10223773,1.3554645,175.23532,0.32226777,0.59808594
bbdd_00034.pkl-bbdd_00130.pkl,0.037011247,0.49774295,90.37871,0.75112855,0.9291005
bbdd_00034.pkl-bbdd_00221.pkl,0.06959031,0.9037516,171.7652,0.5481242,0.7946894
bbdd_00034.pkl-bbdd_00106.pkl,0.082156815,1.1347299,155.21844,0.4326351,0.73318136
bbdd_00034.pkl-bbdd_00016.pkl,0.07741646,1.0159719,136.28401,0.4920141,0.7966667
bbdd_00034.pkl-bbdd_00252.pkl,0.087780885,0.9584911,135.52892,0.52075446,0.78344023
bbdd_00034.pkl-bbdd_00037.pkl,0.06781315,0.86632144,137.22289,0.5668393,0.83854085
bbdd_00034.pkl-bbdd_00167.pkl,0.062140588,0.84832585,126.64589,0.5758371,0.8627839
bbdd_00034.pkl-bbdd_00128.pkl,0.08356409,0.7705659,132.66629,0.61471695,0.86650765
bbdd_00034.pkl-bbdd_00201.pkl,0.11578691,1.2326486,158.34229,0.3836757,0.6609535
bbdd_00034.pkl-bbdd_00014.pkl,0.076464854,0.93346316,122.773094,0.53326845,0.8099394
bbdd_00034.pkl-bbdd_00199.pkl,0.07311329,0.8954407,134.46065,0.5522797,0.84208107
bbdd_00034.pkl-bbdd_00166.pkl,0.056436602,0.625863,71.99308,0.6870685,0.9249941
bbdd_00034.pkl-bbdd_00038.pkl,0.07897193,0.8267878,110.258606,0.586606,0.8264018
bbdd_00034.pkl-bbdd_00011.pkl,0.07093312,0.92060816,153.41225,0.539696,0.8095583
bbdd_00034.pkl-bbdd_00236.pkl,0.109609865,1.4447722,185.78992,0.27761394,0.6019719
bbdd_00034.pkl-bbdd_00254.pkl,0.11097086,1.0212239,196.944,0.48938805,0.7433575
bbdd_00034.pkl-bbdd_00019.pkl,0.11297326,1.2448802,156.40918,0.37755984,0.6795831
bbdd_00034.pkl-bbdd_00171.pkl,0.080172576,0.7119868,100.122635,0.6440066,0.8713102
bbdd_00034.pkl-bbdd_00137.pkl,0.0617245,0.84363437,121.66543,0.5781828,0.86480504
bbdd_00034.pkl-bbdd_00164.pkl,0.119942345,1.263618,174.3248,0.36819103,0.59818625
bbdd_00034.pkl-bbdd_00285.pkl,0.059433926,0.82284063,148.32309,0.58857965,0.8264303
bbdd_00034.pkl-bbdd_00238.pkl,0.060108855,0.7533845,168.18204,0.6233078,0.8503154
bbdd_00034.pkl-bbdd_00041.pkl,0.089552626,1.2341545,161.3229,0.38292274,0.7182067
bbdd_00034.pkl-bbdd_00244.pkl,0.04273604,0.5461334,98.90087,0.72693336,0.90462434
bbdd_00034.pkl-bbdd_00162.pkl,0.051135037,0.7113255,123.86745,0.64433724,0.8694078
bbdd_00034.pkl-bbdd_00186.pkl,0.11115294,1.3676574,169.369,0.31617132,0.6309992
bbdd_00034.pkl-bbdd_00269.pkl,0.09761278,1.0901822,148.28569,0.4549089,0.7485019
bbdd_00034.pkl-bbdd_00152.pkl,0.060337674,0.7640064,98.23645,0.6179968,0.88642454
bbdd_00034.pkl-bbdd_00040.pkl,0.09476501,1.2916756,162.42358,0.35416222,0.69917476
bbdd_00034.pkl-bbdd_00249.pkl,0.059070893,0.8359997,131.01505,0.58200014,0.8423947
bbdd_00034.pkl-bbdd_00192.pkl,0.051379234,0.6630806,102.33258,0.6684598,0.89995253
bbdd_00034.pkl-bbdd_00108.pkl,0.10404117,1.4363812,185.18866,0.2818094,0.62675154
bbdd_00034.pkl-bbdd_00059.pkl,0.054259144,0.6823398,107.64445,0.65883017,0.8751755
bbdd_00034.pkl-bbdd_00268.pkl,0.13674502,1.2122843,154.60815,0.39385784,0.64977884
bbdd_00034.pkl-bbdd_00235.pkl,0.051487915,0.681072,109.56027,0.659464,0.89223796
bbdd_00034.pkl-bbdd_00275.pkl,0.063686766,0.8536606,117.552444,0.5731697,0.8600166
bbdd_00034.pkl-bbdd_00126.pkl,0.046203453,0.64958113,104.2383,0.67520946,0.89776826
bbdd_00034.pkl-bbdd_00282.pkl,0.0591179,0.6633234,114.97159,0.6683383,0.88653344
bbdd_00034.pkl-bbdd_00258.pkl,0.11230329,1.3162826,158.72997,0.3418587,0.6332864
bbdd_00034.pkl-bbdd_00003.pkl,0.060866326,0.82724065,113.961174,0.5863797,0.87649214
bbdd_00034.pkl-bbdd_00131.pkl,0.033138644,0.40785903,72.35054,0.79607046,0.9453757
bbdd_00034.pkl-bbdd_00228.pkl,0.06800441,0.8813501,109.81983,0.559325,0.8527665
bbdd_00034.pkl-bbdd_00191.pkl,0.07111767,0.9238311,124.88449,0.53808445,0.82040524
bbdd_00034.pkl-bbdd_00216.pkl,0.07101268,0.6805332,102.15991,0.6597334,0.9021482
bbdd_00034.pkl-bbdd_00099.pkl,0.053141825,0.66283596,95.759735,0.66858196,0.9148209
bbdd_00034.pkl-bbdd_00031.pkl,0.029041182,0.38012606,87.752,0.80993694,0.93055654
bbdd_00034.pkl-bbdd_00127.pkl,0.047589112,0.6029594,84.29321,0.6985203,0.93251574
bbdd_00034.pkl-bbdd_00165.pkl,0.14072075,1.5917819,194.37224,0.20410907,0.5312407
bbdd_00034.pkl-bbdd_00114.pkl,0.10269071,1.1607264,146.58624,0.41963682,0.66980404
bbdd_00034.pkl-bbdd_00069.pkl,0.033785433,0.47032696,81.529335,0.7648365,0.94783634
bbdd_00034.pkl-bbdd_00061.pkl,0.054232776,0.7422471,112.1936,0.62887645,0.88994306
bbdd_00034.pkl-bbdd_00006.pkl,0.11725719,1.3385756,173.58832,0.33071214,0.6516173
bbdd_00034.pkl-bbdd_00196.pkl,0.039961196,0.56552964,115.50672,0.71723515,0.8902093
bbdd_00034.pkl-bbdd_00153.pkl,0.047229335,0.61771274,114.9617,0.69114363,0.89954114
bbdd_00034.pkl-bbdd_00023.pkl,0.058888644,0.80289865,117.19447,0.5985507,0.8803933
bbdd_00034.pkl-bbdd_00111.pkl,0.05949679,0.80710167,126.886246,0.59644914,0.84044194
bbdd_00034.pkl-bbdd_00043.pkl,0.05901743,0.75444716,118.25893,0.6227764,0.84812045
bbdd_00034.pkl-bbdd_00096.pkl,0.044635005,0.5511348,88.647095,0.7244326,0.91939974
bbdd_00034.pkl-bbdd_00093.pkl,0.03516005,0.4661423,89.40965,0.7669289,0.9270488
bbdd_00034.pkl-bbdd_00025.pkl,0.07690827,1.0339901,147.62123,0.48300496,0.78557074
bbdd_00034.pkl-bbdd_00233.pkl,0.051171407,0.6717472,116.58045,0.6641264,0.87250936
bbdd_00034.pkl-bbdd_00087.pkl,0.070467055,0.8622625,128.75264,0.56886876,0.828455
bbdd_00034.pkl-bbdd_00206.pkl,0.082939036,1.1041987,147.95241,0.4479007,0.7540038
bbdd_00034.pkl-bbdd_00283.pkl,0.09781614,1.1851606,153.08656,0.40741962,0.71306837
bbdd_00034.pkl-bbdd_00098.pkl,0.07216262,0.9873235,158.05426,0.50633824,0.75702065
bbdd_00034.pkl-bbdd_00139.pkl,0.09131618,0.8815447,132.03806,0.5592277,0.8191473
bbdd_00034.pkl-bbdd_00157.pkl,0.04603016,0.5237838,100.27958,0.73810816,0.89942646
bbdd_00034.pkl-bbdd_00122.pkl,0.04991023,0.65359825,108.302185,0.6732009,0.89252484
bbdd_00034.pkl-bbdd_00141.pkl,0.10984283,1.2057798,148.52625,0.3971101,0.6831697
bbdd_00034.pkl-bbdd_00055.pkl,0.10686612,1.0627633,133.38138,0.46861833,0.7447831
bbdd_00034.pkl-bbdd_00229.pkl,0.09888925,1.1284225,147.07349,0.43578875,0.7215725
bbdd_00034.pkl-bbdd_00012.pkl,0.055119913,0.747018,105.86508,0.626491,0.9009875
bbdd_00034.pkl-bbdd_00257.pkl,0.067428425,0.7850416,121.16823,0.6074792,0.8291616
bbdd_00034.pkl-bbdd_00159.pkl,0.12112565,1.0345775,132.62119,0.48271132,0.7548331
bbdd_00034.pkl-bbdd_00060.pkl,0.062089466,0.86155677,127.55616,0.5692216,0.8405829
bbdd_00034.pkl-bbdd_00005.pkl,0.1051386,1.3457842,165.26108,0.32710788,0.64678264
bbdd_00034.pkl-bbdd_00185.pkl,0.050054576,0.5566791,91.17643,0.72166044,0.9172832
bbdd_00034.pkl-bbdd_00169.pkl,0.03412501,0.44655314,86.05965,0.77672344,0.93368256
bbdd_00034.pkl-bbdd_00222.pkl,0.10093702,1.0836742,145.69833,0.45816296,0.7257352
bbdd_00034.pkl-bbdd_00180.pkl,0.05906728,0.6657373,123.609505,0.6671313,0.86741716
bbdd_00034.pkl-bbdd_00133.pkl,0.046463937,0.56385064,102.50099,0.7180747,0.8874248
bbdd_00034.pkl-bbdd_00203.pkl,0.035271633,0.46147022,97.320526,0.76926494,0.90139306
bbdd_00034.pkl-bbdd_00147.pkl,0.070007846,0.9342158,120.71336,0.5328921,0.8438184
bbdd_00034.pkl-bbdd_00063.pkl,0.045402393,0.62051547,99.85767,0.6897422,0.91797996
bbdd_00034.pkl-bbdd_00068.pkl,0.09269328,1.2441669,161.4405,0.37791657,0.69368577
bbdd_00034.pkl-bbdd_00176.pkl,0.08734864,1.154598,151.94714,0.422701,0.74491215
bbdd_00034.pkl-bbdd_00120.pkl,0.13203758,1.3775036,157.66455,0.31124818,0.66235065
bbdd_00034.pkl-bbdd_00184.pkl,0.10796502,1.3397901,182.61453,0.33010495,0.64548767
bbdd_00034.pkl-bbdd_00042.pkl,0.083146766,1.0559666,138.09634,0.47201675,0.7566641
bbdd_00034.pkl-bbdd_00266.pkl,0.059609897,0.82998455,137.59009,0.5850077,0.8160332
bbdd_00034.pkl-bbdd_00097.pkl,0.14141303,1.5639956,186.79128,0.21800224,0.48971877
bbdd_00034.pkl-bbdd_00251.pkl,0.086173765,1.1671304,157.31848,0.41643482,0.73499393
bbdd_00034.pkl-bbdd_00044.pkl,0.11797183,1.0480461,130.00328,0.47597697,0.7561282
bbdd_00034.pkl-bbdd_00083.pkl,0.083052374,1.1107352,162.06917,0.4446324,0.7432277
bbdd_00034.pkl-bbdd_00132.pkl,0.05765055,0.81272364,124.36873,0.5936382,0.8689345
bbdd_00034.pkl-bbdd_00250.pkl,0.12807167,1.6172516,211.3131,0.19137415,0.45319834
bbdd_00034.pkl-bbdd_00104.pkl,0.05038642,0.6594087,114.564575,0.6702957,0.8825589
bbdd_00034.pkl-bbdd_00211.pkl,0.06315749,0.83652365,117.0572,0.5817382,0.85244274
bbdd_00034.pkl-bbdd_00214.pkl,0.065541066,0.8436314,135.44508,0.5781843,0.8162086
bbdd_00034.pkl-bbdd_00015.pkl,0.053645395,0.5679685,100.443726,0.71601576,0.88732004
bbdd_00034.pkl-bbdd_00195.pkl,0.05406833,0.7533651,120.4874,0.6233175,0.8679858
bbdd_00034.pkl-bbdd_00243.pkl,0.07366939,0.9003969,134.28188,0.5498016,0.81378347
bbdd_00034.pkl-bbdd_00049.pkl,0.097503394,1.2382805,173.14108,0.3808597,0.6318302
bbdd_00034.pkl-bbdd_00183.pkl,0.08944234,1.1552134,164.71538,0.42239332,0.7023858
bbdd_00034.pkl-bbdd_00123.pkl,0.05912171,0.6512166,88.27993,0.6743917,0.91832715
bbdd_00034.pkl-bbdd_00280.pkl,0.08848033,1.2197832,154.70964,0.3901084,0.74660206
bbdd_00034.pkl-bbdd_00246.pkl,0.07235694,0.7786651,144.64848,0.61066747,0.8630711
bbdd_00034.pkl-bbdd_00207.pkl,0.09134134,1.0843427,156.16338,0.45782858,0.75533885
bbdd_00034.pkl-bbdd_00265.pkl,0.05113975,0.70460856,113.88841,0.6476958,0.873335
bbdd_00034.pkl-bbdd_00177.pkl,0.10302685,1.3621689,181.83487,0.31891552,0.6503581
bbdd_00034.pkl-bbdd_00102.pkl,0.102152444,0.67993754,78.94667,0.66003126,0.8808565
bbdd_00034.pkl-bbdd_00103.pkl,0.039768316,0.56896687,91.77288,0.71551657,0.93834525
bbdd_00034.pkl-bbdd_00242.pkl,0.03921404,0.47648525,101.16153,0.7617574,0.9292135
bbdd_00034.pkl-bbdd_00271.pkl,0.045447346,0.559035,97.71219,0.72048247,0.8961104
bbdd_00034.pkl-bbdd_00272.pkl,0.08951259,1.1594398,157.73111,0.42028007,0.7128492
bbdd_00034.pkl-bbdd_00148.pkl,0.07161384,0.9139757,124.77458,0.54301214,0.76784277
bbdd_00034.pkl-bbdd_00135.pkl,0.04959669,0.6977676,105.105606,0.6511162,0.9095208
bbdd_00034.pkl-bbdd_00112.pkl,0.09811037,1.1909112,162.72412,0.4045444,0.7114671
bbdd_00034.pkl-bbdd_00263.pkl,0.109711014,1.268653,149.55318,0.36567348,0.7069115
bbdd_00034.pkl-bbdd_00050.pkl,0.0508249,0.6834657,125.886406,0.65826714,0.85496247
bbdd_00034.pkl-bbdd_00088.pkl,0.03493994,0.43362504,77.98561,0.7831875,0.9393804
bbdd_00034.pkl-bbdd_00181.pkl,0.07752419,1.0131757,139.92969,0.49341217,0.77741855
bbdd_00034.pkl-bbdd_00194.pkl,0.16358227,1.6640337,199.54524,0.16798319,0.47204193
bbdd_00034.pkl-bbdd_00200.pkl,0.06760637,0.9127372,128.67838,0.54363143,0.8332982
bbdd_00034.pkl-bbdd_00234.pkl,0.077351496,1.0068057,129.51083,0.4965972,0.8040103
bbdd_00034.pkl-bbdd_00261.pkl,0.06442604,0.8268864,120.465645,0.5865568,0.83847904
bbdd_00034.pkl-bbdd_00107.pkl,0.09617052,1.155306,164.68922,0.42234698,0.7130735
bbdd_00034.pkl-bbdd_00239.pkl,0.0540433,0.71587396,109.15261,0.642063,0.89720315
bbdd_00034.pkl-bbdd_00072.pkl,0.038637884,0.51305985,94.70798,0.7434701,0.9179077
bbdd_00034.pkl-bbdd_00219.pkl,0.11861137,0.7907082,112.36587,0.6046459,0.8315248
bbdd_00034.pkl-bbdd_00240.pkl,0.09195824,0.90884984,180.99254,0.545575,0.7985866
bbdd_00034.pkl-bbdd_00136.pkl,0.038338244,0.48762628,91.94044,0.7561869,0.90928566
bbdd_00034.pkl-bbdd_00046.pkl,0.048001546,0.62717146,112.743774,0.68641424,0.89434725
bbdd_00034.pkl-bbdd_00220.pkl,0.054699544,0.75772464,113.90036,0.6211377,0.87885624
bbdd_00034.pkl-bbdd_00198.pkl,0.09736067,0.94022584,121.21826,0.5298871,0.77600354
bbdd_00034.pkl-bbdd_00062.pkl,0.07098597,0.5848794,65.46236,0.70756036,0.929199
bbdd_00034.pkl-bbdd_00168.pkl,0.060176842,0.74619883,105.6594,0.62690055,0.8712196
bbdd_00034.pkl-bbdd_00109.pkl,0.06940636,0.83640325,120.22787,0.5817984,0.83997244
bbdd_00034.pkl-bbdd_00071.pkl,0.10191034,1.0407935,127.18632,0.47960323,0.8100295
bbdd_00034.pkl-bbdd_00004.pkl,0.075806044,1.0159216,145.8656,0.4920392,0.7966862
bbdd_00034.pkl-bbdd_00158.pkl,0.050738674,0.72867084,127.57086,0.6356646,0.85293186
bbdd_00034.pkl-bbdd_00205.pkl,0.07164044,0.9602582,137.43289,0.5198709,0.8040403
bbdd_00034.pkl-bbdd_00092.pkl,0.09695169,0.99426585,167.56683,0.5028671,0.78811705
bbdd_00034.pkl-bbdd_00202.pkl,0.09156952,1.083252,177.13196,0.458374,0.76884985
bbdd_00034.pkl-bbdd_00230.pkl,0.08006653,0.79385996,102.0807,0.60307,0.8827591
bbdd_00034.pkl-bbdd_00125.pkl,0.053426776,0.7116122,101.45062,0.6441939,0.907421
bbdd_00034.pkl-bbdd_00013.pkl,0.08939252,1.0451915,149.18195,0.47740418,0.753921
bbdd_00034.pkl-bbdd_00175.pkl,0.10118057,1.364721,185.71729,0.31763953,0.64133
bbdd_00034.pkl-bbdd_00032.pkl,0.042148102,0.5228493,94.17395,0.73857534,0.9109751
bbdd_00034.pkl-bbdd_00259.pkl,0.041866962,0.5153961,93.27957,0.74230194,0.92688257
bbdd_00119.pkl-bbdd_00101.pkl,0.078060076,0.83391815,143.66318,0.58304095,0.85574305
bbdd_00119.pkl-bbdd_00210.pkl,0.09081344,1.0721208,136.82962,0.4639396,0.8017611
bbdd_00119.pkl-bbdd_00073.pkl,0.0891504,1.1895148,151.72928,0.40524262,0.7632412
bbdd_00119.pkl-bbdd_00024.pkl,0.09976789,1.108154,151.35342,0.44592297,0.79379404
bbdd_00119.pkl-bbdd_00193.pkl,0.038891036,0.4422202,73.52026,0.7788899,0.9610084
bbdd_00119.pkl-bbdd_00264.pkl,0.08418045,0.80876887,141.81491,0.59561557,0.8368591
bbdd_00119.pkl-bbdd_00066.pkl,0.040657144,0.47645453,107.84725,0.76177275,0.9440546
bbdd_00119.pkl-bbdd_00110.pkl,0.11208103,1.293468,186.43954,0.35326597,0.6661508
bbdd_00119.pkl-bbdd_00022.pkl,0.051725063,0.61714405,120.15098,0.69142795,0.89845324
bbdd_00119.pkl-bbdd_00217.pkl,0.034596674,0.3832447,66.342026,0.8083776,0.9699615
bbdd_00119.pkl-bbdd_00113.pkl,0.047146507,0.5448501,86.288864,0.72757494,0.9280426
bbdd_00119.pkl-bbdd_00163.pkl,0.029931854,0.33571154,69.44237,0.8321442,0.9641161
bbdd_00119.pkl-bbdd_00278.pkl,0.07350756,0.8783377,110.21398,0.5608312,0.8682625
bbdd_00119.pkl-bbdd_00276.pkl,0.048238598,0.5739617,92.65712,0.71301913,0.92710626
bbdd_00119.pkl-bbdd_00204.pkl,0.07992309,0.8674505,146.89363,0.56627476,0.8203733
bbdd_00119.pkl-bbdd_00091.pkl,0.059313852,0.65930915,130.52385,0.6703454,0.88417065
bbdd_00119.pkl-bbdd_00170.pkl,0.06869193,0.83364475,128.84064,0.5831776,0.8630527
bbdd_00119.pkl-bbdd_00036.pkl,0.14645512,1.4756536,182.89851,0.2621732,0.62843144
bbdd_00119.pkl-bbdd_00033.pkl,0.096622735,1.1513121,140.30815,0.42434397,0.75500816
bbdd_00119.pkl-bbdd_00051.pkl,0.021448964,0.2805021,73.39445,0.8597489,0.9798535
bbdd_00119.pkl-bbdd_00002.pkl,0.07937627,0.89709103,149.65765,0.55145454,0.8347813
bbdd_00119.pkl-bbdd_00052.pkl,0.10463245,1.205289,153.13084,0.3973555,0.7624619
bbdd_00119.pkl-bbdd_00225.pkl,0.036910202,0.44975835,75.946045,0.77512085,0.96139604
bbdd_00119.pkl-bbdd_00231.pkl,0.11144695,1.2554061,145.45844,0.37229693,0.6930398
bbdd_00119.pkl-bbdd_00190.pkl,0.056212317,0.7187828,118.17294,0.6406086,0.9039301
bbdd_00119.pkl-bbdd_00218.pkl,0.06594015,0.7600743,105.17316,0.6199628,0.8771852
bbdd_00119.pkl-bbdd_00027.pkl,0.047795944,0.5808259,81.43057,0.70958704,0.9323256
bbdd_00119.pkl-bbdd_00074.pkl,0.08113789,0.94547343,167.61847,0.5272633,0.8335985
bbdd_00119.pkl-bbdd_00274.pkl,0.032050576,0.3739825,97.82914,0.8130088,0.961759
bbdd_00119.pkl-bbdd_00026.pkl,0.07840165,0.8530178,99.235664,0.5734911,0.84507793
bbdd_00119.pkl-bbdd_00226.pkl,0.052891206,0.6747391,108.3139,0.66263044,0.9141187
bbdd_00119.pkl-bbdd_00267.pkl,0.08787148,0.99161255,133.25441,0.50419366,0.8281123
bbdd_00119.pkl-bbdd_00237.pkl,0.033180963,0.3421949,65.98682,0.8289025,0.96887
bbdd_00119.pkl-bbdd_00172.pkl,0.06351628,0.7848559,153.93625,0.607572,0.8669841
bbdd_00119.pkl-bbdd_00079.pkl,0.028495539,0.3185836,107.10903,0.8407082,0.95165986
bbdd_00119.pkl-bbdd_00076.pkl,0.05326032,0.6653069,101.957596,0.66734654,0.91468376
bbdd_00119.pkl-bbdd_00089.pkl,0.07927413,0.92853224,136.98749,0.5357339,0.84716105
bbdd_00119.pkl-bbdd_00277.pkl,0.07955344,0.7699406,122.74919,0.6150297,0.8698528
bbdd_00119.pkl-bbdd_00145.pkl,0.033293612,0.45988092,126.244156,0.7700595,0.9395796
bbdd_00119.pkl-bbdd_00056.pkl,0.101626955,1.1959634,152.93849,0.40201828,0.7252315
bbdd_00119.pkl-bbdd_00247.pkl,0.060891587,0.77982,152.7088,0.61009,0.86900675
bbdd_00119.pkl-bbdd_00084.pkl,0.041980356,0.47877195,66.50816,0.76061404,0.9548983
bbdd_00119.pkl-bbdd_00085.pkl,0.041568834,0.5061339,92.1375,0.74693304,0.9528478
bbdd_00119.pkl-bbdd_00001.pkl,0.9927458,1.9787428,253.97897,0.010628508,0.10309466
bbdd_00119.pkl-bbdd_00245.pkl,0.10916962,0.96349895,128.07513,0.5182505,0.8125431
bbdd_00119.pkl-bbdd_00064.pkl,0.046975806,0.512393,75.707664,0.74380344,0.94116133
bbdd_00119.pkl-bbdd_00143.pkl,0.051803302,0.66005147,117.7699,0.66997427,0.9196011
bbdd_00119.pkl-bbdd_00146.pkl,0.032483593,0.38775504,75.94295,0.8061224,0.96548647
bbdd_00119.pkl-bbdd_00160.pkl,0.055445887,0.63631564,89.60505,0.68184215,0.90725833
bbdd_00119.pkl-bbdd_00117.pkl,0.083112195,1.0762967,150.53128,0.46185166,0.8072912
bbdd_00119.pkl-bbdd_00253.pkl,0.016040493,0.19948532,52.793503,0.90025735,0.98884785
bbdd_00119.pkl-bbdd_00021.pkl,0.030155504,0.34591162,64.94931,0.8270442,0.97599345
bbdd_00119.pkl-bbdd_00255.pkl,0.047024142,0.51201665,105.77035,0.74399173,0.92860365
bbdd_00119.pkl-bbdd_00154.pkl,0.047242817,0.5584988,85.08164,0.7207506,0.9314666
bbdd_00119.pkl-bbdd_00134.pkl,0.078095056,1.0057551,149.95206,0.4971225,0.82644236
bbdd_00119.pkl-bbdd_00054.pkl,0.067410685,0.65084434,92.78494,0.67457783,0.92909634
bbdd_00119.pkl-bbdd_00035.pkl,0.04159904,0.5618876,113.68616,0.7190561,0.92490214
bbdd_00119.pkl-bbdd_00197.pkl,0.037396003,0.48984903,83.307045,0.75507545,0.9598571
bbdd_00119.pkl-bbdd_00208.pkl,0.03884018,0.45234767,118.68618,0.77382624,0.9255769
bbdd_00119.pkl-bbdd_00009.pkl,0.09730942,0.9604361,115.0663,0.51978195,0.8015891
bbdd_00119.pkl-bbdd_00095.pkl,0.044556778,0.50221306,73.51792,0.7488935,0.954339
bbdd_00119.pkl-bbdd_00121.pkl,0.14789268,1.4958606,152.7764,0.25206965,0.58238804
bbdd_00119.pkl-bbdd_00174.pkl,0.040276133,0.54917216,99.211136,0.7254139,0.9411193
