hist_key,metric_name,k1,k5
hist_HSV_64_1D,our_metric,0.8666666666666667,0.9083333333333333
hist_LAB_64_1D,L1_dist,0.8666666666666667,0.8666666666666667
hist_HSV_128_1D,our_metric,0.8333333333333334,0.8833333333333333
hist_LAB_64_1D,X2_distance,0.8333333333333334,0.85
hist_LAB_128_1D,X2_distance,0.8,0.8194444444444444
hist_LAB_128_1D,L1_dist,0.8,0.8177777777777777
hist_HSV_64_1D,L1_dist,0.7333333333333333,0.7744444444444445
hist_LAB_128_1D,hellinger_kernel,0.7333333333333333,0.7788888888888889
hist_HSV_128_1D,L1_dist,0.7,0.7555555555555554
hist_HSV_64_1D,X2_distance,0.7,0.7583333333333333
hist_LAB_64_1D,our_metric,0.7,0.7527777777777779
hist_LAB_64_1D,hellinger_kernel,0.7,0.775
hist_LAB_128_1D,our_metric,0.6666666666666666,0.7222222222222222
hist_HSV_128_1D,hellinger_kernel,0.6666666666666666,0.7222222222222221
hist_LAB_64_2D,hellinger_kernel,0.6666666666666666,0.7
hist_HSV_64_1D,hellinger_kernel,0.6666666666666666,0.7388888888888888
hist_HSV_128_1D,X2_distance,0.6333333333333333,0.7205555555555556
hist_LAB_128_2D,hellinger_kernel,0.6333333333333333,0.6611111111111111
hist_HSV_64_2D,hellinger_kernel,0.5666666666666667,0.6305555555555554
hist_LAB_64_2D,our_metric,0.5333333333333333,0.6222222222222221
hist_LAB_64_2D,X2_distance,0.5333333333333333,0.5777777777777777
hist_LAB_64_1D,euc_dist,0.5,0.5611111111111111
hist_HSV_128_2D,hellinger_kernel,0.5,0.5633333333333332
hist_LAB_128_2D,our_metric,0.4666666666666667,0.5288888888888889
hist_LAB_128_2D,X2_distance,0.4666666666666667,0.5055555555555556
hist_LAB_64_2D,euc_dist,0.4666666666666667,0.4955555555555556
hist_HSV_64_1D,euc_dist,0.43333333333333335,0.4761111111111111
hist_LAB_64_2D,L1_dist,0.4,0.4666666666666667
hist_HSV_64_2D,X2_distance,0.36666666666666664,0.41388888888888886
hist_LAB_128_2D,euc_dist,0.36666666666666664,0.43333333333333335
hist_HSV_128_1D,euc_dist,0.36666666666666664,0.41500000000000004
hist_LAB_128_1D,euc_dist,0.36666666666666664,0.4083333333333333
hist_HSV_64_2D,euc_dist,0.3333333333333333,0.36333333333333334
hist_HSV_128_2D,X2_distance,0.26666666666666666,0.30666666666666664
hist_HSV_128_2D,euc_dist,0.26666666666666666,0.29
hist_LAB_128_2D,L1_dist,0.23333333333333334,0.3416666666666667
hist_HSV_64_2D,L1_dist,0.2,0.26611111111111113
hist_HSV_64_2D,our_metric,0.13333333333333333,0.17777777777777776
hist_HSV_128_2D,L1_dist,0.03333333333333333,0.09166666666666666
hist_HSV_128_2D,our_metric,0.0,0.06666666666666667
