hist_key,metric_name,k1,k5
hist_LBPM_LAB_n8_1D,L1_dist,0.5333333333333333,0.3
hist_LBP_LAB_n8_r2_1D,X2_distance,0.4666666666666667,0.26666666666666666
hist_LBP_LAB_n8_r2_1D,L1_dist,0.4666666666666667,0.27777777777777773
hist_LBPM_LAB_n8_1D,X2_distance,0.4666666666666667,0.3
hist_DCT_ycbcr_n32_c10_1D,L1_dist,0.43333333333333335,0.30666666666666664
hist_DCT_HSV_n32_c10_1D,L1_dist,0.4,0.2816666666666666
hist_DCT_ycbcr_n32_c10_1D,X2_distance,0.0,0.0
hist_DCT_HSV_n32_c10_1D,X2_distance,0.0,0.0
