hist_key,metric_name,k1,k5
hist_DCT_LAB_n32_c10_1D,our_metric,0.0,0.0
hist_DCT_LAB_n8_c10_1D,hellinger_kernel,0.0,0.0
hist_DCT_LAB_n32_c10_1D,X2_distance,0.0,0.0
hist_DCT_LAB_n32_c10_1D,hellinger_kernel,0.0,0.0
hist_DCT_ycbcr_n32_c10_1D,X2_distance,0.0,0.0
hist_DCT_ycbcr_n32_c10_1D,hellinger_kernel,0.0,0.0
hist_DCT_HSV_n8_c10_1D,X2_distance,0.0,0.02333333333333333
hist_DCT_HSV_n32_c10_1D,our_metric,0.0,0.0
hist_DCT_HSV_n32_c10_1D,X2_distance,0.0,0.0
hist_DCT_HSV_n32_c10_1D,hellinger_kernel,0.0,0.0
hist_DCT_HSV_n8_c10_1D,hellinger_kernel,0.0,0.0
hist_DCT_HSV_LAB_ycbcr_n8_c10_1D,X2_distance,0.0,0.0
hist_DCT_HSV_LAB_ycbcr_n32_c10_1D,our_metric,0.0,0.0
hist_DCT_HSV_LAB_ycbcr_n8_c10_1D,hellinger_kernel,0.0,0.0
hist_DCT_HSV_LAB_ycbcr_n32_c10_1D,X2_distance,0.0,0.0
hist_DCT_HSV_LAB_ycbcr_n32_c10_1D,hellinger_kernel,0.0,0.0
